,,,,,,,,,,,利用開始月,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-06,2025-06,2025-06,2025-06,2025-07,2025-07,2025-07,2025-07,2025-08,2025-08,2025-08,2025-08
2001727,エクシオグループ株式会社,保守,【1年-0510】保守＿PCWL0510_購入時_アダプターなし,継続課金,2024-04-25,2025-04-24,,,,,,2001,3,2001,3,2001,3,0,0,2001,3,0,0,,,-2001,-3,,,,,,,,,,,,,,,,
2001725-2,ネットチャート,保守,【5年-0500】保守＿PCWL0500_購入時_アダプターなし,継続課金,2024-06-18,2029-06-17,,,,,,794,2,794,2,794,2,0,0,794,2,0,0,794,2,0,0,794,2,0,0,794,2,0,0,794,2,0,0,794,2,0,0
2001725-2,ネットチャート,0500オプション,ノード設定、FW更新,継続課金,2024-06-18,2029-06-17,,,,,,4500,10,4500,10,4500,10,0,0,4500,10,0,0,4500,10,0,0,4500,10,0,0,4500,10,0,0,,,-4500,-10,,,,
2001724-2,ネットチャート,保守,【5年-0530E】保守＿PCWL0530E_購入時_アダプター込,継続課金,2024-06-18,2029-06-17,,,,,,792,3,792,3,792,3,0,0,792,3,0,0,792,3,0,0,792,3,0,0,792,3,0,0,792,3,0,0,792,3,0,0
2001724-2,ネットチャート,保守,【5年-0500】保守＿PCWL0500_購入時_アダプターなし,継続課金,2024-06-18,2029-06-17,,,,,,3176,8,3176,8,3176,8,0,0,3176,8,0,0,3176,8,0,0,3176,8,0,0,3176,8,0,0,3176,8,0,0,3176,8,0,0
2001724-2,ネットチャート,0500オプション,ノード設定、FW更新,継続課金,2024-06-18,2029-06-17,,,,,,24750,55,24750,55,24750,55,0,0,24750,55,0,0,24750,55,0,0,24750,55,0,0,24750,55,0,0,,,-24750,-55,,,,
2001723-1,エクシオグループ株式会社,保守,保守＿PCWL0410,継続課金,2024-04-01,2025-03-31,,,,,,12000,4,12000,4,12000,4,0,0,12000,4,0,0,,,-12000,-4,,,,,,,,,,,,,,,,
2001723-1,エクシオグループ株式会社,PicoManager,【1年】PM_エンタープライズ,継続課金,2024-04-01,2025-03-31,,,,,,5400,4,5400,4,5400,4,0,0,5400,4,0,0,,,-5400,-4,,,,,,,,,,,,,,,,
2001715,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,0500オプション,セット（ノード設定、FW更新、スケジュール）,継続課金,2024-04-01,2025-03-31,,,,,,1650,3,1650,3,1650,3,0,0,1650,3,0,0,,,-1650,-3,,,,,,,,,,,,,,,,
2001715,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,0500オプション,BLE測位,継続課金,2024-04-01,2025-03-31,,,,,,1800,3,1800,3,1800,3,0,0,1800,3,0,0,,,-1800,-3,,,,,,,,,,,,,,,,
2001697,加賀ＦＥＩ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-03-04,2025-03-03,,,,,,1440,2,1440,2,1440,2,0,0,,,-1440,-2,,,,,,,,,,,,,,,,,,,,
2001696,エクシオグループ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-04-13,2025-04-12,,,,,,2880,4,2880,4,2880,4,0,0,2880,4,0,0,,,-2880,-4,,,,,,,,,,,,,,,,
2001695,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-04-01,2025-03-31,,,,,,2160,3,2160,3,2160,3,0,0,2160,3,0,0,,,-2160,-3,,,,,,,,,,,,,,,,
2001693,加賀電子株式会社,保守,【5年-0510】保守＿PCWL0510_購入時_アダプターなし,継続課金,2024-03-01,2029-02-28,,,,,,567,1,567,1,567,1,0,0,567,1,0,0,567,1,0,0,567,1,0,0,567,1,0,0,567,1,0,0,567,1,0,0
2001692,株式会社Ｋｙｕホールディングス,PicoManager,【1年】PM_エンタープライズ,継続課金,2024-04-01,2025-03-31,,,,,,6750,5,6750,5,6750,5,0,0,6750,5,0,0,,,-6750,-5,,,,,,,,,,,,,,,,
2001691-1,加賀ＦＥＩ株式会社,PicoManager,【3年】PM_スタンダード,継続課金,2024-04-26,2027-04-25,,,,,,38988,57,38988,57,38988,57,0,0,38988,57,0,0,38988,57,0,0,38988,57,0,0,38988,57,0,0,38988,57,0,0,38988,57,0,0
2001690,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-04-01,2025-03-31,,,,,,3600,5,3600,5,3600,5,0,0,3600,5,0,0,,,-3600,-5,,,,,,,,,,,,,,,,
2001689,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-03-22,2030-03-21,良品計画様向け（ヨークタウン小山雨ヶ谷様）,良品計画様向け（ヨークタウン小山雨ヶ谷様）,スタンダード,PCWL-0400,良品計画様向け（ヨークタウン小山雨ヶ谷様）,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2001688,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-03-22,2030-03-21,良品計画様向け（イオンモール鈴鹿様）,良品計画様向け（イオンモール鈴鹿様）,,PCWL-0400,良品計画様向け（イオンモール鈴鹿様）,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2001687,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-03-22,2030-03-21,良品計画様向け（無印良品500竹ノ塚様）,良品計画様向け（無印良品500竹ノ塚様）,,PCWL-0400,良品計画様向け（無印良品500竹ノ塚様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001686,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-03-22,2030-03-21,良品計画様向け（青木島ショッピングパーク様）,良品計画様向け（青木島ショッピングパーク様）,,PCWL-0400,良品計画様向け（青木島ショッピングパーク様）,6003,9,6003,9,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0
2001685,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-03-22,2030-03-21,良品計画様向け（茅野様）,良品計画様向け（茅野様）,,PCWL-0400,良品計画様向け（茅野様）,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2001679-1,ネットチャート,0500オプション,BLE測位,継続課金,2024-03-29,2025-03-28,,,,,,9000,15,9000,15,9000,15,0,0,,,-9000,-15,,,,,,,,,,,,,,,,,,,,
2001678,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【1年】PM_エンタープライズ,継続課金,2024-04-01,2025-03-31,,,,,,10800,8,10800,8,10800,8,0,0,10800,8,0,0,,,-10800,-8,,,,,,,,,,,,,,,,
2001668,エクシオグループ株式会社,PicoManager,【3年】PM_エンタープライズ,継続課金,2024-03-25,2027-03-24,,,,,,2564,2,2564,2,2564,2,0,0,2564,2,0,0,2564,2,0,0,2564,2,0,0,2564,2,0,0,2564,2,0,0,2564,2,0,0
2001651,エクシオグループ株式会社,PicoManager,【1年】PM_エンタープライズ,継続課金,2024-04-01,2025-03-31,,,,,,2700,3,2700,3,2700,3,0,0,2700,3,0,0,,,-2700,-3,,,,,,,,,,,,,,,,
2001651,エクシオグループ株式会社,0500オプション,販売店デモ用(全ての機能込み),継続課金,2024-04-01,2025-03-31,,,,,,3600,4,3600,4,3600,4,0,0,3600,4,0,0,,,-3600,-4,,,,,,,,,,,,,,,,
2001646,エクシオグループ株式会社,保守,【1年-0510】保守＿PCWL0510_購入時_アダプターなし,継続課金,2024-03-22,2025-03-21,,,,,,1334,2,1334,2,1334,2,0,0,,,-1334,-2,,,,,,,,,,,,,,,,,,,,
2001645,加賀電子株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-04-01,2025-03-31,,,,,,36000,50,36000,50,36000,50,0,0,36000,50,0,0,,,-36000,-50,,,,,,,,,,,,,,,,
2001645,加賀電子株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-04-01,2025-03-31,,,,,,8640,12,8640,12,8640,12,0,0,8640,12,0,0,,,-8640,-12,,,,,,,,,,,,,,,,
2001645,加賀電子株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-04-01,2025-03-31,,,,,,7920,11,7920,11,7920,11,0,0,7920,11,0,0,,,-7920,-11,,,,,,,,,,,,,,,,
2001645,加賀電子株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-04-01,2025-03-31,,,,,,12240,17,12240,17,12240,17,0,0,12240,17,0,0,,,-12240,-17,,,,,,,,,,,,,,,,
2001644,ネットチャート,保守,【5年-0500】保守＿PCWL0500_購入時_アダプター込,継続課金,2024-03-19,2029-03-18,,,,,,397,1,397,1,397,1,0,0,397,1,0,0,397,1,0,0,397,1,0,0,397,1,0,0,397,1,0,0,397,1,0,0
2001644,ネットチャート,0500オプション,ノード設定、FW更新,継続課金,2024-03-19,2029-03-18,,,,,,2250,5,2250,5,2250,5,0,0,2250,5,0,0,,,-2250,-5,,,,,,,,,,,,,,,,
2001639,エクシオグループ株式会社,保守,【5年-0510】保守＿PCWL0510_購入時_アダプター込,継続課金,2024-03-19,2029-03-18,,,,,,964,1,964,1,964,1,0,0,964,1,0,0,964,1,0,0,964,1,0,0,964,1,0,0,964,1,0,0,964,1,0,0
2001638,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-03-11,2030-03-10,良品計画様向け（無印良品500シャポー小岩(増設分)様）,良品計画様向け（無印良品500シャポー小岩(増設分)様）,スタンダード,PCWL-0400,良品計画様向け（無印良品500シャポー小岩(増設分)様）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2001635,加賀電子株式会社,0500オプション,セット（ノード設定、FW更新、スケジュール）,継続課金,2024-03-22,2025-03-21,,,,,,1650,3,1650,3,1650,3,0,0,,,-1650,-3,,,,,,,,,,,,,,,,,,,,
2001630,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【1年】PM_エンタープライズ,継続課金,2024-04-01,2025-03-31,,,,,,6750,5,6750,5,6750,5,0,0,6750,5,0,0,,,-6750,-5,,,,,,,,,,,,,,,,
2001629,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-03-07,2030-03-06,良品計画様向け（無印良品500エミオ狭山市様）,良品計画様向け（無印良品500エミオ狭山市様）,,PCWL-0400,良品計画様向け（無印良品500エミオ狭山市様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001628,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-03-07,2030-03-06,良品計画様向け（無印良品500エミオ秋津様）,良品計画様向け（無印良品500エミオ秋津様）,,PCWL-0400,良品計画様向け（無印良品500エミオ秋津様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001627,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-03-07,2030-03-06,良品計画様向け（オーロラモール東戸塚様）,良品計画様向け（オーロラモール東戸塚様）,,PCWL-0400,良品計画様向け（オーロラモール東戸塚様）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2001626,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-03-07,2030-03-06,良品計画様向け（無印良品500デュー山田様）,良品計画様向け（無印良品500デュー山田様）,,PCWL-0400,良品計画様向け（無印良品500デュー山田様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001620,エクシオグループ株式会社,0500オプション,セット（ノード設定、FW更新、スケジュール）,継続課金,2024-03-21,2025-03-20,,,,,,8250,15,8250,15,8250,15,0,0,,,-8250,-15,,,,,,,,,,,,,,,,,,,,
2001616,ネットチャート,保守,【5年-0500】保守＿PCWL0500_購入時_アダプターなし,継続課金,2024-03-06,2029-03-05,,,,,,1191,3,1191,3,1191,3,0,0,1191,3,0,0,1191,3,0,0,1191,3,0,0,1191,3,0,0,1191,3,0,0,1191,3,0,0
2001612,西尾レントオール株式会社,PicoManager,0400/0410_PM_レンタルパック,継続課金,2024-02-16,2025-10-15,,,,,,11880,12,11880,12,11880,12,0,0,11880,12,0,0,11880,12,0,0,11880,12,0,0,11880,12,0,0,11880,12,0,0,11880,12,0,0
2001611,エクシオグループ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-03-11,2025-03-10,,,,,,3600,5,3600,5,3600,5,0,0,,,-3600,-5,,,,,,,,,,,,,,,,,,,,
2001606,西尾レントオール株式会社,PicoManager,0500/0510_PM_レンタルパック,継続課金,2024-02-16,2025-10-15,,,,,,49980,51,49980,51,49980,51,0,0,49980,51,0,0,49980,51,0,0,49980,51,0,0,49980,51,0,0,49980,51,0,0,49980,51,0,0
2001604,エクシオグループ株式会社,0500オプション,アンケート、SMS /メール認証,継続課金,2024-03-01,2025-02-28,,,,,,7200,12,7200,12,7200,12,0,0,,,-7200,-12,,,,,,,,,,,,,,,,,,,,
2001597,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-02-26,2030-02-25,良品計画様向け（アタッシュドゥイデー新宿様）,良品計画様向け（アタッシュドゥイデー新宿様）,,PCWL-0400,良品計画様向け（アタッシュドゥイデー新宿様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001539,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-02-21,2030-02-20,良品計画様向け（無印良品500エコルマ狛江様）,良品計画様向け（無印良品500エコルマ狛江様）,,PCWL-0400,良品計画様向け（無印良品500エコルマ狛江様）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2001538,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-02-21,2030-02-20,良品計画様向け（アイ・モール三好様）,良品計画様向け（アイ・モール三好様）,,PCWL-0400,良品計画様向け（アイ・モール三好様）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2001537,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-02-21,2030-02-20,良品計画様向け（富山堀川本郷様）,良品計画様向け（富山堀川本郷様）,,PCWL-0400,良品計画様向け（富山堀川本郷様）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2001536,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-02-21,2030-02-20,良品計画様向け（ナチュラルガーデン黒田様）,良品計画様向け（ナチュラルガーデン黒田様）,,PCWL-0400,良品計画様向け（ナチュラルガーデン黒田様）,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2001525,西尾レントオール株式会社,PicoManager,0500/0510_PM_レンタルパック,継続課金,2024-02-16,2025-10-15,,,,,,980,1,980,1,980,1,0,0,980,1,0,0,980,1,0,0,980,1,0,0,980,1,0,0,980,1,0,0,980,1,0,0
2001522-1,ネットチャート,0500オプション,BLE測位,継続課金,2024-03-01,2025-02-28,,,,,,3000,5,3000,5,3000,5,0,0,,,-3000,-5,,,,,,,,,,,,,,,,,,,,
2001522,ネットチャート,保守,【5年-0510】保守＿PCWL0510_購入時_アダプターなし,継続課金,2024-02-28,2029-02-27,,,,,,567,1,567,1,567,1,0,0,567,1,0,0,567,1,0,0,567,1,0,0,567,1,0,0,567,1,0,0,567,1,0,0
2001522,ネットチャート,保守,【5年-0500】保守＿PCWL0500_購入時_アダプターなし,継続課金,2024-02-28,2029-02-27,,,,,,1191,3,1191,3,1191,3,0,0,1191,3,0,0,1191,3,0,0,1191,3,0,0,1191,3,0,0,1191,3,0,0,1191,3,0,0
2001520,加賀電子株式会社,PicoManager,【1年】PM_エンタープライズ,継続課金,2024-02-19,2025-02-18,,,,,,4050,3,4050,3,,,-4050,-3,,,,,,,,,,,,,,,,,,,,,,,,
2001517,エクシオグループ株式会社,保守,【1年-0510】保守＿PCWL0500_購入時_アダプター込み,継続課金,2024-03-04,2025-03-03,,,,,,1134,1,1134,1,1134,1,0,0,,,-1134,-1,,,,,,,,,,,,,,,,,,,,
2001517,エクシオグループ株式会社,保守,【1年-0500】保守＿PCWL0500_購入時_アダプター込み,継続課金,2024-03-04,2025-03-03,,,,,,4002,6,4002,6,4002,6,0,0,,,-4002,-6,,,,,,,,,,,,,,,,,,,,
2001516,エクシオグループ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-03-01,2025-02-28,,,,,,10800,15,10800,15,10800,15,0,0,,,-10800,-15,,,,,,,,,,,,,,,,,,,,
2001515,西尾レントオール株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-03-01,2025-02-28,,,,,,3600,5,3600,5,3600,5,0,0,,,-3600,-5,,,,,,,,,,,,,,,,,,,,
2001510,エクシオグループ株式会社,保守,【1年-0500】保守＿PCWL0500_購入時_アダプターなし,継続課金,2024-02-22,2025-02-21,,,,,,467,1,467,1,,,-467,-1,,,,,,,,,,,,,,,,,,,,,,,,
2001503,エクシオグループ株式会社,保守,【3年-0510】保守＿PCWL0510_購入時_アダプター込,継続課金,2024-03-05,2027-03-04,,,,,,5100,5,5100,5,5100,5,0,0,5100,5,0,0,5100,5,0,0,5100,5,0,0,5100,5,0,0,5100,5,0,0,5100,5,0,0
2001503,エクシオグループ株式会社,保守,【3年-0510】保守＿PCWL0510_購入時_アダプターなし,継続課金,2024-03-05,2027-03-04,,,,,,1200,2,1200,2,1200,2,0,0,1200,2,0,0,1200,2,0,0,1200,2,0,0,1200,2,0,0,1200,2,0,0,1200,2,0,0
2001499,西尾レントオール株式会社,PicoManager,0400/0410_PM_レンタルパック,継続課金,2024-02-16,2025-10-15,,,,,,19800,20,19800,20,19800,20,0,0,19800,20,0,0,19800,20,0,0,19800,20,0,0,19800,20,0,0,19800,20,0,0,19800,20,0,0
2001493-1,ネットチャート,保守,【5年-0500】保守＿PCWL0500_購入時_アダプターなし,継続課金,2024-04-01,2029-03-31,,,,,,2382,6,2382,6,2382,6,0,0,2382,6,0,0,2382,6,0,0,2382,6,0,0,2382,6,0,0,2382,6,0,0,2382,6,0,0
2001493-1,ネットチャート,0500オプション,ノード設定、FW更新,継続課金,2024-04-01,2029-03-31,,,,,,13500,30,13500,30,13500,30,0,0,13500,30,0,0,,,-13500,-30,,,,,,,,,,,,,,,,
2001485,国際航業株式会社,PicoManager,【1年】PM_エンタープライズ,継続課金,2024-02-19,2025-02-18,,,,,,30000,12,30000,12,,,-30000,-12,,,,,,,,,,,,,,,,,,,,,,,,
2001483,ネットチャート,PicoManager,【1年】PM_スタンダード,継続課金,2024-04-01,2025-03-31,,,,,,1440,2,1440,2,1440,2,0,0,1440,2,0,0,,,-1440,-2,,,,,,,,,,,,,,,,
2001480,エクシオグループ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-03-23,2025-03-22,,,,,,2160,3,2160,3,2160,3,0,0,,,-2160,-3,,,,,,,,,,,,,,,,,,,,
2001479,エクシオグループ株式会社,PicoManager,【1年】PM_スタンダード,継続課金,2024-03-16,2025-03-15,,,,,,2160,3,2160,3,2160,3,0,0,,,-2160,-3,,,,,,,,,,,,,,,,,,,,
2001470,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2024-02-01,2030-01-31,良品計画様向け（イオンモール太田様）,良品計画様向け（イオンモール太田様）,,PCWL-0400,良品計画様向け（イオンモール太田様）,6003,9,6003,9,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0
